"Tissue","OG","n_pairs","Pairs","species","gene_id","galGal_geneID","taeGut_geneID"
"Brain","OG_0015585",3,"dysSti_vs_sakCri;sakLuc_vs_sakCan;thaBer_vs_thaAtr","thaBer","XM_030267312.4.3",NA,NA
"Brain","OG_0015585",3,"dysSti_vs_sakCri;sakLuc_vs_sakCan;thaBer_vs_thaAtr","thaCae","stringtie_mRNA_34354",NA,NA
"Brain","OG_0015585",3,"dysSti_vs_sakCri;sakLuc_vs_sakCan;thaBer_vs_thaAtr","thaDol","XM_030267312.4.5",NA,NA
"Brain","OG_0015585",3,"dysSti_vs_sakCri;sakLuc_vs_sakCan;thaBer_vs_thaAtr","thaRuf","XM_015284834.4.44",NA,NA
"Brain","OG_0015705",3,"sakLuc_vs_sakCan;thaBer_vs_thaAtr;thaRuf_vs_thaTor","drySqu","XM_002198917.7.15",NA,NA
"Brain","OG_0015705",3,"sakLuc_vs_sakCan;thaBer_vs_thaAtr;thaRuf_vs_thaTor","sakCan","CD81-like_stringtie_mRNA_22026",NA,NA
"Brain","OG_0015705",3,"sakLuc_vs_sakCan;thaBer_vs_thaAtr;thaRuf_vs_thaTor","sakCri","CD81-like_stringtie_mRNA_27654",NA,NA
"Brain","OG_0015705",3,"sakLuc_vs_sakCan;thaBer_vs_thaAtr;thaRuf_vs_thaTor","sakLuc","CD81-like_stringtie_mRNA_16634",NA,NA
"Brain","OG_0015705",3,"sakLuc_vs_sakCan;thaBer_vs_thaAtr;thaRuf_vs_thaTor","thaAtr","CD81-like_stringtie_mRNA_3693",NA,NA
"Brain","OG_0015705",3,"sakLuc_vs_sakCan;thaBer_vs_thaAtr;thaRuf_vs_thaTor","thaBer","XM_002198917.7.34",NA,NA
"Brain","OG_0015705",3,"sakLuc_vs_sakCan;thaBer_vs_thaAtr;thaRuf_vs_thaTor","thaCae","CD81-like_stringtie_mRNA_17266",NA,NA
"Brain","OG_0015705",3,"sakLuc_vs_sakCan;thaBer_vs_thaAtr;thaRuf_vs_thaTor","thaDol","CD81-like_stringtie_mRNA_42750",NA,NA
"Brain","OG_0015705",3,"sakLuc_vs_sakCan;thaBer_vs_thaAtr;thaRuf_vs_thaTor","thaRuf","XM_002198917.7.116",NA,NA
"Brain","OG_0015722",3,"dysSti_vs_sakCri;sakLuc_vs_sakCan;thaBer_vs_thaAtr","drySqu","FMOD-like_stringtie_mRNA_50325",NA,NA
"Brain","OG_0015722",3,"dysSti_vs_sakCri;sakLuc_vs_sakCan;thaBer_vs_thaAtr","sakCan","stringtie_mRNA_46723",NA,NA
"Brain","OG_0015722",3,"dysSti_vs_sakCri;sakLuc_vs_sakCan;thaBer_vs_thaAtr","sakCri","XM_030292107.4.382",NA,NA
"Brain","OG_0015722",3,"dysSti_vs_sakCri;sakLuc_vs_sakCan;thaBer_vs_thaAtr","sakLuc","stringtie_mRNA_11531",NA,NA
"Brain","OG_0015722",3,"dysSti_vs_sakCri;sakLuc_vs_sakCan;thaBer_vs_thaAtr","thaAtr","XM_030292107.4.2712",NA,NA
"Brain","OG_0015722",3,"dysSti_vs_sakCri;sakLuc_vs_sakCan;thaBer_vs_thaAtr","thaBer","FMOD-like_stringtie_mRNA_4941",NA,NA
"Brain","OG_0015722",3,"dysSti_vs_sakCri;sakLuc_vs_sakCan;thaBer_vs_thaAtr","thaCae","XM_030292107.4.644",NA,NA
"Brain","OG_0015722",3,"dysSti_vs_sakCri;sakLuc_vs_sakCan;thaBer_vs_thaAtr","thaDol","XM_030292107.4.101",NA,NA
"Brain","OG_0015722",3,"dysSti_vs_sakCri;sakLuc_vs_sakCan;thaBer_vs_thaAtr","thaRuf","FMOD-like_stringtie_mRNA_35434",NA,NA
"Brain","OG_0015746",4,"dysSti_vs_sakCri;sakLuc_vs_sakCan;thaAmb_vs_thaPel;thaBer_vs_thaAtr","drySqu","XM_030282370.4.159",NA,NA
"Brain","OG_0015746",4,"dysSti_vs_sakCri;sakLuc_vs_sakCan;thaAmb_vs_thaPel;thaBer_vs_thaAtr","sakCan","XM_072934300.1.172",NA,NA
"Brain","OG_0015746",4,"dysSti_vs_sakCri;sakLuc_vs_sakCan;thaAmb_vs_thaPel;thaBer_vs_thaAtr","sakCri","RRAD-like_stringtie_mRNA_51574",NA,NA
"Brain","OG_0015746",4,"dysSti_vs_sakCri;sakLuc_vs_sakCan;thaAmb_vs_thaPel;thaBer_vs_thaAtr","sakLuc","XM_072934300.1.158",NA,NA
"Brain","OG_0015746",4,"dysSti_vs_sakCri;sakLuc_vs_sakCan;thaAmb_vs_thaPel;thaBer_vs_thaAtr","thaAtr","RRAD-like_stringtie_mRNA_7987",NA,NA
"Brain","OG_0015746",4,"dysSti_vs_sakCri;sakLuc_vs_sakCan;thaAmb_vs_thaPel;thaBer_vs_thaAtr","thaBer","RRAD-like_stringtie_mRNA_17150",NA,NA
"Brain","OG_0015746",4,"dysSti_vs_sakCri;sakLuc_vs_sakCan;thaAmb_vs_thaPel;thaBer_vs_thaAtr","thaCae","RRAD-like_stringtie_mRNA_56709",NA,NA
"Brain","OG_0015746",4,"dysSti_vs_sakCri;sakLuc_vs_sakCan;thaAmb_vs_thaPel;thaBer_vs_thaAtr","thaDol","XM_030282370.4.73",NA,NA
"Brain","OG_0015746",4,"dysSti_vs_sakCri;sakLuc_vs_sakCan;thaAmb_vs_thaPel;thaBer_vs_thaAtr","thaRuf","RRAD-like_stringtie_mRNA_55069",NA,NA
"Brain","OG_0015800",3,"sakLuc_vs_sakCan;thaBer_vs_thaAtr;thaRuf_vs_thaTor","drySqu","ORMDL1-like_stringtie_mRNA_28889",NA,NA
"Brain","OG_0015800",3,"sakLuc_vs_sakCan;thaBer_vs_thaAtr;thaRuf_vs_thaTor","sakCan","ORMDL1-like_stringtie_mRNA_34176",NA,NA
"Brain","OG_0015800",3,"sakLuc_vs_sakCan;thaBer_vs_thaAtr;thaRuf_vs_thaTor","sakCri","ORMDL1-like_stringtie_mRNA_25041",NA,NA
"Brain","OG_0015800",3,"sakLuc_vs_sakCan;thaBer_vs_thaAtr;thaRuf_vs_thaTor","sakLuc","ORMDL1-like_stringtie_mRNA_35698",NA,NA
"Brain","OG_0015800",3,"sakLuc_vs_sakCan;thaBer_vs_thaAtr;thaRuf_vs_thaTor","thaAtr","ORMDL1-like_stringtie_mRNA_9878",NA,NA
"Brain","OG_0015800",3,"sakLuc_vs_sakCan;thaBer_vs_thaAtr;thaRuf_vs_thaTor","thaBer","ORMDL1-like_stringtie_mRNA_11223",NA,NA
"Brain","OG_0015800",3,"sakLuc_vs_sakCan;thaBer_vs_thaAtr;thaRuf_vs_thaTor","thaCae","ORMDL1-like_stringtie_mRNA_48501",NA,NA
"Brain","OG_0015800",3,"sakLuc_vs_sakCan;thaBer_vs_thaAtr;thaRuf_vs_thaTor","thaDol","ORMDL1-like_stringtie_mRNA_15655",NA,NA
"Brain","OG_0015800",3,"sakLuc_vs_sakCan;thaBer_vs_thaAtr;thaRuf_vs_thaTor","thaRuf","ORMDL1-like_stringtie_mRNA_35648",NA,NA
"Brain","OG_0015819",3,"dysSti_vs_sakCri;sakLuc_vs_sakCan;thaBer_vs_thaAtr","drySqu","LT8D1-like_stringtie_mRNA_1362",NA,NA
"Brain","OG_0015819",3,"dysSti_vs_sakCri;sakLuc_vs_sakCan;thaBer_vs_thaAtr","sakCan","LT8D1-like_stringtie_mRNA_64160",NA,NA
"Brain","OG_0015819",3,"dysSti_vs_sakCri;sakLuc_vs_sakCan;thaBer_vs_thaAtr","sakCri","XM_041718782.2.221",NA,NA
"Brain","OG_0015819",3,"dysSti_vs_sakCri;sakLuc_vs_sakCan;thaBer_vs_thaAtr","sakLuc","XM_041718781.2.373",NA,NA
"Brain","OG_0015819",3,"dysSti_vs_sakCri;sakLuc_vs_sakCan;thaBer_vs_thaAtr","thaAtr","LT8D1-like_stringtie_mRNA_47360",NA,NA
"Brain","OG_0015819",3,"dysSti_vs_sakCri;sakLuc_vs_sakCan;thaBer_vs_thaAtr","thaBer","LT8D1-like_stringtie_mRNA_36047",NA,NA
"Brain","OG_0015819",3,"dysSti_vs_sakCri;sakLuc_vs_sakCan;thaBer_vs_thaAtr","thaCae","LT8D1-like_stringtie_mRNA_46989",NA,NA
"Brain","OG_0015819",3,"dysSti_vs_sakCri;sakLuc_vs_sakCan;thaBer_vs_thaAtr","thaDol","LT8D1-like_stringtie_mRNA_17363",NA,NA
"Brain","OG_0015819",3,"dysSti_vs_sakCri;sakLuc_vs_sakCan;thaBer_vs_thaAtr","thaRuf","XM_041718781.2.603",NA,NA
"Brain","OG_0015860",3,"dysSti_vs_sakCri;sakLuc_vs_sakCan;thaBer_vs_thaAtr","drySqu","DUFS6-like_stringtie_mRNA_49569",NA,NA
"Brain","OG_0015860",3,"dysSti_vs_sakCri;sakLuc_vs_sakCan;thaBer_vs_thaAtr","sakCan","NM_001245361.1.63",NA,NA
"Brain","OG_0015860",3,"dysSti_vs_sakCri;sakLuc_vs_sakCan;thaBer_vs_thaAtr","sakCri","NM_001245361.1.40",NA,NA
"Brain","OG_0015860",3,"dysSti_vs_sakCri;sakLuc_vs_sakCan;thaBer_vs_thaAtr","sakLuc","DUFS6-like_stringtie_mRNA_7312",NA,NA
"Brain","OG_0015860",3,"dysSti_vs_sakCri;sakLuc_vs_sakCan;thaBer_vs_thaAtr","thaAtr","XM_046933103.1.80",NA,NA
"Brain","OG_0015860",3,"dysSti_vs_sakCri;sakLuc_vs_sakCan;thaBer_vs_thaAtr","thaBer","XM_046933103.1.15",NA,NA
"Brain","OG_0015860",3,"dysSti_vs_sakCri;sakLuc_vs_sakCan;thaBer_vs_thaAtr","thaCae","XM_040695513.2.118",NA,NA
"Brain","OG_0015860",3,"dysSti_vs_sakCri;sakLuc_vs_sakCan;thaBer_vs_thaAtr","thaDol","DUFS6-like_stringtie_mRNA_12507",NA,NA
"Brain","OG_0015860",3,"dysSti_vs_sakCri;sakLuc_vs_sakCan;thaBer_vs_thaAtr","thaRuf","DUFS6-like_stringtie_mRNA_2042",NA,NA
"Brain","OG_0015876",4,"dysSti_vs_sakCri;sakLuc_vs_sakCan;thaBer_vs_thaAtr;thaRuf_vs_thaTor","drySqu","XM_030284327.4.10",NA,NA
"Brain","OG_0015876",4,"dysSti_vs_sakCri;sakLuc_vs_sakCan;thaBer_vs_thaAtr;thaRuf_vs_thaTor","sakCan","Prr7-like_stringtie_mRNA_29460",NA,NA
"Brain","OG_0015876",4,"dysSti_vs_sakCri;sakLuc_vs_sakCan;thaBer_vs_thaAtr;thaRuf_vs_thaTor","sakCri","XM_030284325.4.15",NA,NA
"Brain","OG_0015876",4,"dysSti_vs_sakCri;sakLuc_vs_sakCan;thaBer_vs_thaAtr;thaRuf_vs_thaTor","sakLuc","XM_030284326.4.53",NA,NA
"Brain","OG_0015876",4,"dysSti_vs_sakCri;sakLuc_vs_sakCan;thaBer_vs_thaAtr;thaRuf_vs_thaTor","thaAtr","XM_030284327.4.1464",NA,NA
"Brain","OG_0015876",4,"dysSti_vs_sakCri;sakLuc_vs_sakCan;thaBer_vs_thaAtr;thaRuf_vs_thaTor","thaBer","Prr7-like_stringtie_mRNA_1206",NA,NA
"Brain","OG_0015876",4,"dysSti_vs_sakCri;sakLuc_vs_sakCan;thaBer_vs_thaAtr;thaRuf_vs_thaTor","thaCae","Prr7-like_stringtie_mRNA_31870",NA,NA
"Brain","OG_0015876",4,"dysSti_vs_sakCri;sakLuc_vs_sakCan;thaBer_vs_thaAtr;thaRuf_vs_thaTor","thaDol","XM_030284327.4.20",NA,NA
"Brain","OG_0015876",4,"dysSti_vs_sakCri;sakLuc_vs_sakCan;thaBer_vs_thaAtr;thaRuf_vs_thaTor","thaRuf","XM_030284327.4.38",NA,NA
"Brain","OG_0015910",3,"sakLuc_vs_sakCan;thaAmb_vs_thaPel;thaRuf_vs_thaTor","drySqu","XM_030270107.4.75",NA,NA
"Brain","OG_0015910",3,"sakLuc_vs_sakCan;thaAmb_vs_thaPel;thaRuf_vs_thaTor","sakCan","MSANTD4-like_stringtie_mRNA_24459",NA,NA
"Brain","OG_0015910",3,"sakLuc_vs_sakCan;thaAmb_vs_thaPel;thaRuf_vs_thaTor","sakCri","MSANTD4-like_stringtie_mRNA_18783",NA,NA
"Brain","OG_0015910",3,"sakLuc_vs_sakCan;thaAmb_vs_thaPel;thaRuf_vs_thaTor","sakLuc","MSANTD4-like_stringtie_mRNA_43789",NA,NA
"Brain","OG_0015910",3,"sakLuc_vs_sakCan;thaAmb_vs_thaPel;thaRuf_vs_thaTor","thaAtr","MSANTD4-like_stringtie_mRNA_47588",NA,NA
"Brain","OG_0015910",3,"sakLuc_vs_sakCan;thaAmb_vs_thaPel;thaRuf_vs_thaTor","thaBer","MSANTD4-like_stringtie_mRNA_30418",NA,NA
"Brain","OG_0015910",3,"sakLuc_vs_sakCan;thaAmb_vs_thaPel;thaRuf_vs_thaTor","thaCae","MSANTD4-like_stringtie_mRNA_52325",NA,NA
"Brain","OG_0015910",3,"sakLuc_vs_sakCan;thaAmb_vs_thaPel;thaRuf_vs_thaTor","thaDol","MSANTD4-like_stringtie_mRNA_11426",NA,NA
"Brain","OG_0015910",3,"sakLuc_vs_sakCan;thaAmb_vs_thaPel;thaRuf_vs_thaTor","thaRuf","MSANTD4-like_stringtie_mRNA_43215",NA,NA
"Brain","OG_0015916",3,"dysSti_vs_sakCri;sakLuc_vs_sakCan;thaRuf_vs_thaTor","drySqu","XM_025143367.2.121",NA,NA
"Brain","OG_0015916",3,"dysSti_vs_sakCri;sakLuc_vs_sakCan;thaRuf_vs_thaTor","sakCan","XM_417876.7.166",NA,NA
"Brain","OG_0015916",3,"dysSti_vs_sakCri;sakLuc_vs_sakCan;thaRuf_vs_thaTor","sakCri","XM_030290772.4.176",NA,NA
"Brain","OG_0015916",3,"dysSti_vs_sakCri;sakLuc_vs_sakCan;thaRuf_vs_thaTor","sakLuc","XM_025143366.2.109",NA,NA
"Brain","OG_0015916",3,"dysSti_vs_sakCri;sakLuc_vs_sakCan;thaRuf_vs_thaTor","thaAtr","XM_025143366.2.195",NA,NA
"Brain","OG_0015916",3,"dysSti_vs_sakCri;sakLuc_vs_sakCan;thaRuf_vs_thaTor","thaBer","XM_025143366.2.97",NA,NA
"Brain","OG_0015916",3,"dysSti_vs_sakCri;sakLuc_vs_sakCan;thaRuf_vs_thaTor","thaCae","XM_025143366.2.185",NA,NA
"Brain","OG_0015916",3,"dysSti_vs_sakCri;sakLuc_vs_sakCan;thaRuf_vs_thaTor","thaDol","JAM3-like_stringtie_mRNA_19921",NA,NA
"Brain","OG_0015916",3,"dysSti_vs_sakCri;sakLuc_vs_sakCan;thaRuf_vs_thaTor","thaRuf","XM_030290772.4.193",NA,NA
"Brain","OG_0015944",4,"dysSti_vs_sakCri;sakLuc_vs_sakCan;thaBer_vs_thaAtr;thaRuf_vs_thaTor","drySqu","FBXO22-like_stringtie_mRNA_45828",NA,NA
"Brain","OG_0015944",4,"dysSti_vs_sakCri;sakLuc_vs_sakCan;thaBer_vs_thaAtr;thaRuf_vs_thaTor","sakCan","XM_002193895.7.184",NA,NA
"Brain","OG_0015944",4,"dysSti_vs_sakCri;sakLuc_vs_sakCan;thaBer_vs_thaAtr;thaRuf_vs_thaTor","sakCri","XM_002193895.7.184",NA,NA
"Brain","OG_0015944",4,"dysSti_vs_sakCri;sakLuc_vs_sakCan;thaBer_vs_thaAtr;thaRuf_vs_thaTor","sakLuc","stringtie_mRNA_36399",NA,NA
"Brain","OG_0015944",4,"dysSti_vs_sakCri;sakLuc_vs_sakCan;thaBer_vs_thaAtr;thaRuf_vs_thaTor","thaAtr","XM_002193895.7.2603",NA,NA
"Brain","OG_0015944",4,"dysSti_vs_sakCri;sakLuc_vs_sakCan;thaBer_vs_thaAtr;thaRuf_vs_thaTor","thaBer","FBXO22-like_stringtie_mRNA_14237",NA,NA
"Brain","OG_0015944",4,"dysSti_vs_sakCri;sakLuc_vs_sakCan;thaBer_vs_thaAtr;thaRuf_vs_thaTor","thaCae","stringtie_mRNA_53758",NA,NA
"Brain","OG_0015944",4,"dysSti_vs_sakCri;sakLuc_vs_sakCan;thaBer_vs_thaAtr;thaRuf_vs_thaTor","thaDol","FBXO22-like_stringtie_mRNA_21212",NA,NA
"Brain","OG_0015944",4,"dysSti_vs_sakCri;sakLuc_vs_sakCan;thaBer_vs_thaAtr;thaRuf_vs_thaTor","thaRuf","FBXO22-like_stringtie_mRNA_49733",NA,NA
"Brain","OG_0015958",3,"dysSti_vs_sakCri;thaAmb_vs_thaPel;thaBer_vs_thaAtr","drySqu","AMFR-like_stringtie_mRNA_42358",NA,NA
"Brain","OG_0015958",3,"dysSti_vs_sakCri;thaAmb_vs_thaPel;thaBer_vs_thaAtr","sakCan","XM_040646034.2.15",NA,NA
"Brain","OG_0015958",3,"dysSti_vs_sakCri;thaAmb_vs_thaPel;thaBer_vs_thaAtr","sakCri","XM_030282624.4.23",NA,NA
"Brain","OG_0015958",3,"dysSti_vs_sakCri;thaAmb_vs_thaPel;thaBer_vs_thaAtr","sakLuc","XM_040646034.2.151",NA,NA
"Brain","OG_0015958",3,"dysSti_vs_sakCri;thaAmb_vs_thaPel;thaBer_vs_thaAtr","thaAtr","XM_030282624.4.418",NA,NA
"Brain","OG_0015958",3,"dysSti_vs_sakCri;thaAmb_vs_thaPel;thaBer_vs_thaAtr","thaBer","AMFR-like_stringtie_mRNA_46498",NA,NA
"Brain","OG_0015958",3,"dysSti_vs_sakCri;thaAmb_vs_thaPel;thaBer_vs_thaAtr","thaCae","XM_030282624.4.265",NA,NA
"Brain","OG_0015958",3,"dysSti_vs_sakCri;thaAmb_vs_thaPel;thaBer_vs_thaAtr","thaDol","XM_040646034.2.24",NA,NA
"Brain","OG_0015958",3,"dysSti_vs_sakCri;thaAmb_vs_thaPel;thaBer_vs_thaAtr","thaRuf","Amfr-like_stringtie_mRNA_46983",NA,NA
"Brain","OG_0015970",3,"dysSti_vs_sakCri;sakLuc_vs_sakCan;thaRuf_vs_thaTor","drySqu","XM_030282111.4.19",NA,NA
"Brain","OG_0015970",3,"dysSti_vs_sakCri;sakLuc_vs_sakCan;thaRuf_vs_thaTor","sakCan","SMS-like_stringtie_mRNA_8005",NA,NA
"Brain","OG_0015970",3,"dysSti_vs_sakCri;sakLuc_vs_sakCan;thaRuf_vs_thaTor","sakCri","stringtie_mRNA_27026",NA,NA
"Brain","OG_0015970",3,"dysSti_vs_sakCri;sakLuc_vs_sakCan;thaRuf_vs_thaTor","sakLuc","SMS-like_stringtie_mRNA_6529",NA,NA
"Brain","OG_0015970",3,"dysSti_vs_sakCri;sakLuc_vs_sakCan;thaRuf_vs_thaTor","thaAtr","SMS-like_stringtie_mRNA_15047",NA,NA
"Brain","OG_0015970",3,"dysSti_vs_sakCri;sakLuc_vs_sakCan;thaRuf_vs_thaTor","thaBer","SMS-like_stringtie_mRNA_34556",NA,NA
"Brain","OG_0015970",3,"dysSti_vs_sakCri;sakLuc_vs_sakCan;thaRuf_vs_thaTor","thaCae","XM_030282111.4.64",NA,NA
"Brain","OG_0015970",3,"dysSti_vs_sakCri;sakLuc_vs_sakCan;thaRuf_vs_thaTor","thaDol","SMS-like_stringtie_mRNA_37199",NA,NA
"Brain","OG_0015970",3,"dysSti_vs_sakCri;sakLuc_vs_sakCan;thaRuf_vs_thaTor","thaRuf","SMS-like_stringtie_mRNA_57565",NA,NA
"Brain","OG_0015989",3,"dysSti_vs_sakCri;sakLuc_vs_sakCan;thaAmb_vs_thaPel","drySqu","OB1-like_stringtie_mRNA_51782",NA,NA
"Brain","OG_0015989",3,"dysSti_vs_sakCri;sakLuc_vs_sakCan;thaAmb_vs_thaPel","sakCan","OB1-like_stringtie_mRNA_17985",NA,NA
"Brain","OG_0015989",3,"dysSti_vs_sakCri;sakLuc_vs_sakCan;thaAmb_vs_thaPel","sakCri","XM_030282558.4.54",NA,NA
"Brain","OG_0015989",3,"dysSti_vs_sakCri;sakLuc_vs_sakCan;thaAmb_vs_thaPel","sakLuc","XM_414227.8.298",NA,NA
"Brain","OG_0015989",3,"dysSti_vs_sakCri;sakLuc_vs_sakCan;thaAmb_vs_thaPel","thaAtr","XM_414227.8.2129",NA,NA
"Brain","OG_0015989",3,"dysSti_vs_sakCri;sakLuc_vs_sakCan;thaAmb_vs_thaPel","thaBer","XM_030282558.4.163",NA,NA
"Brain","OG_0015989",3,"dysSti_vs_sakCri;sakLuc_vs_sakCan;thaAmb_vs_thaPel","thaCae","stringtie_mRNA_37380",NA,NA
"Brain","OG_0015989",3,"dysSti_vs_sakCri;sakLuc_vs_sakCan;thaAmb_vs_thaPel","thaDol","OB1-like_stringtie_mRNA_22083",NA,NA
"Brain","OG_0015989",3,"dysSti_vs_sakCri;sakLuc_vs_sakCan;thaAmb_vs_thaPel","thaRuf","OB1-like_stringtie_mRNA_55443",NA,NA
"Brain","OG_0015991",3,"sakLuc_vs_sakCan;thaAmb_vs_thaPel;thaBer_vs_thaAtr","drySqu","stringtie_mRNA_1923",NA,NA
"Brain","OG_0015991",3,"sakLuc_vs_sakCan;thaAmb_vs_thaPel;thaBer_vs_thaAtr","sakCan","PS1-like_stringtie_mRNA_40550",NA,NA
"Brain","OG_0015991",3,"sakLuc_vs_sakCan;thaAmb_vs_thaPel;thaBer_vs_thaAtr","sakCri","XM_030268265.4.62",NA,NA
"Brain","OG_0015991",3,"sakLuc_vs_sakCan;thaAmb_vs_thaPel;thaBer_vs_thaAtr","sakLuc","PS1-like_stringtie_mRNA_23578",NA,NA
"Brain","OG_0015991",3,"sakLuc_vs_sakCan;thaAmb_vs_thaPel;thaBer_vs_thaAtr","thaAtr","XM_072927110.1.3215",NA,NA
"Brain","OG_0015991",3,"sakLuc_vs_sakCan;thaAmb_vs_thaPel;thaBer_vs_thaAtr","thaBer","XM_030268263.4.69",NA,NA
"Brain","OG_0015991",3,"sakLuc_vs_sakCan;thaAmb_vs_thaPel;thaBer_vs_thaAtr","thaCae","PS1-like_stringtie_mRNA_44574",NA,NA
"Brain","OG_0015991",3,"sakLuc_vs_sakCan;thaAmb_vs_thaPel;thaBer_vs_thaAtr","thaDol","PS1-like_stringtie_mRNA_18422",NA,NA
"Brain","OG_0015991",3,"sakLuc_vs_sakCan;thaAmb_vs_thaPel;thaBer_vs_thaAtr","thaRuf","XM_072927110.1.71",NA,NA
"Brain","OG_0016019",4,"sakLuc_vs_sakCan;thaAmb_vs_thaPel;thaBer_vs_thaAtr;thaRuf_vs_thaTor","drySqu","XM_030256704.4.391",NA,NA
"Brain","OG_0016019",4,"sakLuc_vs_sakCan;thaAmb_vs_thaPel;thaBer_vs_thaAtr;thaRuf_vs_thaTor","sakCan","EEF2-like_stringtie_mRNA_53482",NA,NA
"Brain","OG_0016019",4,"sakLuc_vs_sakCan;thaAmb_vs_thaPel;thaBer_vs_thaAtr;thaRuf_vs_thaTor","sakCri","EEF2-like_stringtie_mRNA_41927",NA,NA
"Brain","OG_0016019",4,"sakLuc_vs_sakCan;thaAmb_vs_thaPel;thaBer_vs_thaAtr;thaRuf_vs_thaTor","sakLuc","XM_030256704.4.491",NA,NA
"Brain","OG_0016019",4,"sakLuc_vs_sakCan;thaAmb_vs_thaPel;thaBer_vs_thaAtr;thaRuf_vs_thaTor","thaAtr","EEF2-like_stringtie_mRNA_11094",NA,NA
"Brain","OG_0016019",4,"sakLuc_vs_sakCan;thaAmb_vs_thaPel;thaBer_vs_thaAtr;thaRuf_vs_thaTor","thaBer","EEF2-like_stringtie_mRNA_5613",NA,NA
"Brain","OG_0016019",4,"sakLuc_vs_sakCan;thaAmb_vs_thaPel;thaBer_vs_thaAtr;thaRuf_vs_thaTor","thaCae","XM_030256704.4.3040",NA,NA
"Brain","OG_0016019",4,"sakLuc_vs_sakCan;thaAmb_vs_thaPel;thaBer_vs_thaAtr;thaRuf_vs_thaTor","thaDol","XM_030256704.4.106",NA,NA
"Brain","OG_0016019",4,"sakLuc_vs_sakCan;thaAmb_vs_thaPel;thaBer_vs_thaAtr;thaRuf_vs_thaTor","thaRuf","XM_030256704.4.2606",NA,NA
"Brain","OG_0016052",3,"dysSti_vs_sakCri;sakLuc_vs_sakCan;thaBer_vs_thaAtr","drySqu","XM_030257346.4.111",NA,NA
"Brain","OG_0016052",3,"dysSti_vs_sakCri;sakLuc_vs_sakCan;thaBer_vs_thaAtr","sakCan","fam174-like_stringtie_mRNA_19017",NA,NA
"Brain","OG_0016052",3,"dysSti_vs_sakCri;sakLuc_vs_sakCan;thaBer_vs_thaAtr","sakCri","FAM174A-like_stringtie_mRNA_41636",NA,NA
"Brain","OG_0016052",3,"dysSti_vs_sakCri;sakLuc_vs_sakCan;thaBer_vs_thaAtr","sakLuc","XM_424856.7.190",NA,NA
"Brain","OG_0016052",3,"dysSti_vs_sakCri;sakLuc_vs_sakCan;thaBer_vs_thaAtr","thaAtr","fam174-like_stringtie_mRNA_30546",NA,NA
"Brain","OG_0016052",3,"dysSti_vs_sakCri;sakLuc_vs_sakCan;thaBer_vs_thaAtr","thaBer","XM_424856.7.71",NA,NA
"Brain","OG_0016052",3,"dysSti_vs_sakCri;sakLuc_vs_sakCan;thaBer_vs_thaAtr","thaCae","XM_424856.7.306",NA,NA
"Brain","OG_0016052",3,"dysSti_vs_sakCri;sakLuc_vs_sakCan;thaBer_vs_thaAtr","thaDol","XM_030257346.4.50",NA,NA
"Brain","OG_0016052",3,"dysSti_vs_sakCri;sakLuc_vs_sakCan;thaBer_vs_thaAtr","thaRuf","XM_003643058.6.228",NA,NA
"Brain","OG_0016093",3,"dysSti_vs_sakCri;sakLuc_vs_sakCan;thaRuf_vs_thaTor","drySqu","SERTM1-like_stringtie_mRNA_15977",NA,NA
"Brain","OG_0016093",3,"dysSti_vs_sakCri;sakLuc_vs_sakCan;thaRuf_vs_thaTor","sakCan","stringtie_mRNA_57321",NA,NA
"Brain","OG_0016093",3,"dysSti_vs_sakCri;sakLuc_vs_sakCan;thaRuf_vs_thaTor","sakCri","stringtie_mRNA_15767",NA,NA
"Brain","OG_0016093",3,"dysSti_vs_sakCri;sakLuc_vs_sakCan;thaRuf_vs_thaTor","sakLuc","stringtie_mRNA_28223",NA,NA
"Brain","OG_0016093",3,"dysSti_vs_sakCri;sakLuc_vs_sakCan;thaRuf_vs_thaTor","thaAtr","SERTM1-like_stringtie_mRNA_22091",NA,NA
"Brain","OG_0016093",3,"dysSti_vs_sakCri;sakLuc_vs_sakCan;thaRuf_vs_thaTor","thaBer","SERTM1-like_stringtie_mRNA_30676",NA,NA
"Brain","OG_0016093",3,"dysSti_vs_sakCri;sakLuc_vs_sakCan;thaRuf_vs_thaTor","thaCae","stringtie_mRNA_61860",NA,NA
"Brain","OG_0016093",3,"dysSti_vs_sakCri;sakLuc_vs_sakCan;thaRuf_vs_thaTor","thaDol","SERTM1-like_stringtie_mRNA_11103",NA,NA
"Brain","OG_0016093",3,"dysSti_vs_sakCri;sakLuc_vs_sakCan;thaRuf_vs_thaTor","thaRuf","SERTM1-like_stringtie_mRNA_13439",NA,NA
"Brain","OG_0016130",4,"dysSti_vs_sakCri;sakLuc_vs_sakCan;thaBer_vs_thaAtr;thaRuf_vs_thaTor","drySqu","TAF5L-like_stringtie_mRNA_2840",NA,NA
"Brain","OG_0016130",4,"dysSti_vs_sakCri;sakLuc_vs_sakCan;thaBer_vs_thaAtr;thaRuf_vs_thaTor","sakCan","XM_030268303.4.61",NA,NA
"Brain","OG_0016130",4,"dysSti_vs_sakCri;sakLuc_vs_sakCan;thaBer_vs_thaAtr;thaRuf_vs_thaTor","sakCri","XM_030268303.4.136",NA,NA
