"Tissue","OG","n_pairs","Pairs","species","gene_id","transcript_root","galGal_geneID","taeGut_geneID"
"Muscle","OG_0013141",3,"sakLuc_vs_sakCan;thaAmb_vs_thaPel;thaBer_vs_thaAtr","sakLuc","ORASP1-like_stringtie_mRNA_36527","ORASP1-like_stringtie_mRNA_36527",NA,NA
"Muscle","OG_0013141",3,"sakLuc_vs_sakCan;thaAmb_vs_thaPel;thaBer_vs_thaAtr","thaAtr","ORASP1-like_stringtie_mRNA_30294","ORASP1-like_stringtie_mRNA_30294",NA,NA
"Muscle","OG_0013141",3,"sakLuc_vs_sakCan;thaAmb_vs_thaPel;thaBer_vs_thaAtr","thaBer","XM_002186541.7.36","XM_002186541.7",NA,"GORASP1"
"Muscle","OG_0013141",3,"sakLuc_vs_sakCan;thaAmb_vs_thaPel;thaBer_vs_thaAtr","thaCae","ORASP1-like_stringtie_mRNA_51979","ORASP1-like_stringtie_mRNA_51979",NA,NA
"Muscle","OG_0013141",3,"sakLuc_vs_sakCan;thaAmb_vs_thaPel;thaBer_vs_thaAtr","thaDol","ORASP1-like_stringtie_mRNA_44355","ORASP1-like_stringtie_mRNA_44355",NA,NA
"Muscle","OG_0013141",3,"sakLuc_vs_sakCan;thaAmb_vs_thaPel;thaBer_vs_thaAtr","thaRuf","XM_025147155.3.74","XM_025147155.3","GORASP1",NA
"Muscle","OG_0013153",3,"dysSti_vs_sakCri;sakLuc_vs_sakCan;thaBer_vs_thaAtr","drySqu","XM_030273987.4.15","XM_030273987.4",NA,"LSP1"
"Muscle","OG_0013153",3,"dysSti_vs_sakCri;sakLuc_vs_sakCan;thaBer_vs_thaAtr","sakCan","LSP1-like_stringtie_mRNA_22006","LSP1-like_stringtie_mRNA_22006",NA,NA
"Muscle","OG_0013153",3,"dysSti_vs_sakCri;sakLuc_vs_sakCan;thaBer_vs_thaAtr","sakCri","stringtie_mRNA_27638","stringtie_mRNA_27638",NA,NA
"Muscle","OG_0013153",3,"dysSti_vs_sakCri;sakLuc_vs_sakCan;thaBer_vs_thaAtr","sakLuc","LSP1-like_stringtie_mRNA_16654","LSP1-like_stringtie_mRNA_16654",NA,NA
"Muscle","OG_0013153",3,"dysSti_vs_sakCri;sakLuc_vs_sakCan;thaBer_vs_thaAtr","thaAtr","XM_041716528.2.349","XM_041716528.2",NA,"LSP1"
"Muscle","OG_0013153",3,"dysSti_vs_sakCri;sakLuc_vs_sakCan;thaBer_vs_thaAtr","thaBer","LSP1-like_stringtie_mRNA_33174","LSP1-like_stringtie_mRNA_33174",NA,NA
"Muscle","OG_0013153",3,"dysSti_vs_sakCri;sakLuc_vs_sakCan;thaBer_vs_thaAtr","thaCae","LSP1-like_stringtie_mRNA_17284","LSP1-like_stringtie_mRNA_17284",NA,NA
"Muscle","OG_0013153",3,"dysSti_vs_sakCri;sakLuc_vs_sakCan;thaBer_vs_thaAtr","thaDol","XM_041716528.2.4","XM_041716528.2",NA,"LSP1"
"Muscle","OG_0013153",3,"dysSti_vs_sakCri;sakLuc_vs_sakCan;thaBer_vs_thaAtr","thaRuf","LSP1-like_stringtie_mRNA_15802","LSP1-like_stringtie_mRNA_15802",NA,NA
"Muscle","OG_0013247",3,"dysSti_vs_sakCri;sakLuc_vs_sakCan;thaBer_vs_thaAtr","drySqu","Arhgdia-like_stringtie_mRNA_378","Arhgdia-like_stringtie_mRNA_378",NA,NA
"Muscle","OG_0013247",3,"dysSti_vs_sakCri;sakLuc_vs_sakCan;thaBer_vs_thaAtr","sakCan","XM_030287245.4.181","XM_030287245.4",NA,"ARHGDIA"
"Muscle","OG_0013247",3,"dysSti_vs_sakCri;sakLuc_vs_sakCan;thaBer_vs_thaAtr","sakCri","XM_030287245.4.140","XM_030287245.4",NA,"ARHGDIA"
"Muscle","OG_0013247",3,"dysSti_vs_sakCri;sakLuc_vs_sakCan;thaBer_vs_thaAtr","sakLuc","Arhgdia-like_stringtie_mRNA_24563","Arhgdia-like_stringtie_mRNA_24563",NA,NA
"Muscle","OG_0013247",3,"dysSti_vs_sakCri;sakLuc_vs_sakCan;thaBer_vs_thaAtr","thaAtr","XM_030287245.4.-1","XM_030287245.4",NA,"ARHGDIA"
"Muscle","OG_0013247",3,"dysSti_vs_sakCri;sakLuc_vs_sakCan;thaBer_vs_thaAtr","thaBer","Arhgdia-like_stringtie_mRNA_44944","Arhgdia-like_stringtie_mRNA_44944",NA,NA
"Muscle","OG_0013247",3,"dysSti_vs_sakCri;sakLuc_vs_sakCan;thaBer_vs_thaAtr","thaCae","XM_030287245.4.772","XM_030287245.4",NA,"ARHGDIA"
"Muscle","OG_0013247",3,"dysSti_vs_sakCri;sakLuc_vs_sakCan;thaBer_vs_thaAtr","thaDol","Arhgdia-like_stringtie_mRNA_15323","Arhgdia-like_stringtie_mRNA_15323",NA,NA
"Muscle","OG_0013247",3,"dysSti_vs_sakCri;sakLuc_vs_sakCan;thaBer_vs_thaAtr","thaRuf","XM_030287245.4.289","XM_030287245.4",NA,"ARHGDIA"
"Muscle","OG_0013273",3,"dysSti_vs_sakCri;sakLuc_vs_sakCan;thaBer_vs_thaAtr","drySqu","XM_004939587.5.265","XM_004939587.5","C7orf25",NA
"Muscle","OG_0013273",3,"dysSti_vs_sakCri;sakLuc_vs_sakCan;thaBer_vs_thaAtr","sakCan","stringtie_mRNA_1688","stringtie_mRNA_1688",NA,NA
"Muscle","OG_0013273",3,"dysSti_vs_sakCri;sakLuc_vs_sakCan;thaBer_vs_thaAtr","sakCri","stringtie_mRNA_61226","stringtie_mRNA_61226",NA,NA
"Muscle","OG_0013273",3,"dysSti_vs_sakCri;sakLuc_vs_sakCan;thaBer_vs_thaAtr","sakLuc","stringtie_mRNA_39514","stringtie_mRNA_39514",NA,NA
"Muscle","OG_0013273",3,"dysSti_vs_sakCri;sakLuc_vs_sakCan;thaBer_vs_thaAtr","thaAtr","stringtie_mRNA_27657","stringtie_mRNA_27657",NA,NA
"Muscle","OG_0013273",3,"dysSti_vs_sakCri;sakLuc_vs_sakCan;thaBer_vs_thaAtr","thaBer","XM_025147584.3.94","XM_025147584.3","C7orf25",NA
"Muscle","OG_0013273",3,"dysSti_vs_sakCri;sakLuc_vs_sakCan;thaBer_vs_thaAtr","thaCae","XM_030265323.4.911","XM_030265323.4",NA,"C2H7orf25"
"Muscle","OG_0013273",3,"dysSti_vs_sakCri;sakLuc_vs_sakCan;thaBer_vs_thaAtr","thaDol","XM_025147584.3.87","XM_025147584.3","C7orf25",NA
"Muscle","OG_0013273",3,"dysSti_vs_sakCri;sakLuc_vs_sakCan;thaBer_vs_thaAtr","thaRuf","XM_040695439.2.206","XM_040695439.2","C7orf25",NA
"Muscle","OG_0013282",3,"dysSti_vs_sakCri;sakLuc_vs_sakCan;thaBer_vs_thaAtr","drySqu","CACNA1C-like_stringtie_mRNA_26843","CACNA1C-like_stringtie_mRNA_26843",NA,NA
"Muscle","OG_0013282",3,"dysSti_vs_sakCri;sakLuc_vs_sakCan;thaBer_vs_thaAtr","sakCan","stringtie_mRNA_15360","stringtie_mRNA_15360",NA,NA
"Muscle","OG_0013282",3,"dysSti_vs_sakCri;sakLuc_vs_sakCan;thaBer_vs_thaAtr","sakCri","stringtie_mRNA_39039","stringtie_mRNA_39039",NA,NA
"Muscle","OG_0013282",3,"dysSti_vs_sakCri;sakLuc_vs_sakCan;thaBer_vs_thaAtr","sakLuc","stringtie_mRNA_44533","stringtie_mRNA_44533",NA,NA
"Muscle","OG_0013282",3,"dysSti_vs_sakCri;sakLuc_vs_sakCan;thaBer_vs_thaAtr","thaAtr","stringtie_mRNA_28142","stringtie_mRNA_28142",NA,NA
"Muscle","OG_0013282",3,"dysSti_vs_sakCri;sakLuc_vs_sakCan;thaBer_vs_thaAtr","thaBer","stringtie_mRNA_39533","stringtie_mRNA_39533",NA,NA
"Muscle","OG_0013282",3,"dysSti_vs_sakCri;sakLuc_vs_sakCan;thaBer_vs_thaAtr","thaCae","CACNA1C-like_stringtie_mRNA_36898","CACNA1C-like_stringtie_mRNA_36898",NA,NA
"Muscle","OG_0013282",3,"dysSti_vs_sakCri;sakLuc_vs_sakCan;thaBer_vs_thaAtr","thaDol","stringtie_mRNA_12782","stringtie_mRNA_12782",NA,NA
"Muscle","OG_0013282",3,"dysSti_vs_sakCri;sakLuc_vs_sakCan;thaBer_vs_thaAtr","thaRuf","CACNA1C-like_stringtie_mRNA_45889","CACNA1C-like_stringtie_mRNA_45889",NA,NA
"Muscle","OG_0013376",4,"dysSti_vs_sakCri;sakLuc_vs_sakCan;thaAmb_vs_thaPel;thaBer_vs_thaAtr","drySqu","NM_204534.5.517","NM_204534.5","RARRES1",NA
"Muscle","OG_0013376",4,"dysSti_vs_sakCri;sakLuc_vs_sakCan;thaAmb_vs_thaPel;thaBer_vs_thaAtr","sakCan","stringtie_mRNA_62204","stringtie_mRNA_62204",NA,NA
"Muscle","OG_0013376",4,"dysSti_vs_sakCri;sakLuc_vs_sakCan;thaAmb_vs_thaPel;thaBer_vs_thaAtr","sakCri","stringtie_mRNA_52839","stringtie_mRNA_52839",NA,NA
"Muscle","OG_0013376",4,"dysSti_vs_sakCri;sakLuc_vs_sakCan;thaAmb_vs_thaPel;thaBer_vs_thaAtr","sakLuc","XM_030280059.4.301","XM_030280059.4",NA,"RARRES1"
"Muscle","OG_0013376",4,"dysSti_vs_sakCri;sakLuc_vs_sakCan;thaAmb_vs_thaPel;thaBer_vs_thaAtr","thaAtr","XM_030280059.4.3273","XM_030280059.4",NA,"RARRES1"
"Muscle","OG_0013376",4,"dysSti_vs_sakCri;sakLuc_vs_sakCan;thaAmb_vs_thaPel;thaBer_vs_thaAtr","thaBer","stringtie_mRNA_9862","stringtie_mRNA_9862",NA,NA
"Muscle","OG_0013376",4,"dysSti_vs_sakCri;sakLuc_vs_sakCan;thaAmb_vs_thaPel;thaBer_vs_thaAtr","thaCae","stringtie_mRNA_40635","stringtie_mRNA_40635",NA,NA
"Muscle","OG_0013376",4,"dysSti_vs_sakCri;sakLuc_vs_sakCan;thaAmb_vs_thaPel;thaBer_vs_thaAtr","thaDol","NM_204534.5.11","NM_204534.5","RARRES1",NA
"Muscle","OG_0013376",4,"dysSti_vs_sakCri;sakLuc_vs_sakCan;thaAmb_vs_thaPel;thaBer_vs_thaAtr","thaRuf","NM_204534.5.1417","NM_204534.5","RARRES1",NA
"Muscle","OG_0013494",3,"sakLuc_vs_sakCan;thaAmb_vs_thaPel;thaBer_vs_thaAtr","drySqu","XM_030287290.4.213","XM_030287290.4",NA,"ELAC2"
"Muscle","OG_0013494",3,"sakLuc_vs_sakCan;thaAmb_vs_thaPel;thaBer_vs_thaAtr","sakCan","Elac2-like_stringtie_mRNA_37934","Elac2-like_stringtie_mRNA_37934",NA,NA
"Muscle","OG_0013494",3,"sakLuc_vs_sakCan;thaAmb_vs_thaPel;thaBer_vs_thaAtr","sakCri","XM_415584.8.218","XM_415584.8","ELAC2",NA
"Muscle","OG_0013494",3,"sakLuc_vs_sakCan;thaAmb_vs_thaPel;thaBer_vs_thaAtr","sakLuc","XM_415584.8.395","XM_415584.8","ELAC2",NA
"Muscle","OG_0013494",3,"sakLuc_vs_sakCan;thaAmb_vs_thaPel;thaBer_vs_thaAtr","thaAtr","Elac2-like_stringtie_mRNA_8961","Elac2-like_stringtie_mRNA_8961",NA,NA
"Muscle","OG_0013494",3,"sakLuc_vs_sakCan;thaAmb_vs_thaPel;thaBer_vs_thaAtr","thaBer","XM_030287290.4.-1_2","XM_030287290.4",NA,"ELAC2"
"Muscle","OG_0013494",3,"sakLuc_vs_sakCan;thaAmb_vs_thaPel;thaBer_vs_thaAtr","thaCae","stringtie_mRNA_53107","stringtie_mRNA_53107",NA,NA
"Muscle","OG_0013494",3,"sakLuc_vs_sakCan;thaAmb_vs_thaPel;thaBer_vs_thaAtr","thaDol","XM_030287290.4.62","XM_030287290.4",NA,"ELAC2"
"Muscle","OG_0013494",3,"sakLuc_vs_sakCan;thaAmb_vs_thaPel;thaBer_vs_thaAtr","thaRuf","XM_030287290.4.1096","XM_030287290.4",NA,"ELAC2"
"Muscle","OG_0013495",3,"sakLuc_vs_sakCan;thaAmb_vs_thaPel;thaBer_vs_thaAtr","drySqu","UBR7-like_stringtie_mRNA_15402","UBR7-like_stringtie_mRNA_15402",NA,NA
"Muscle","OG_0013495",3,"sakLuc_vs_sakCan;thaAmb_vs_thaPel;thaBer_vs_thaAtr","sakCan","NM_001318461.2.5","NM_001318461.2","UBR7",NA
"Muscle","OG_0013495",3,"sakLuc_vs_sakCan;thaAmb_vs_thaPel;thaBer_vs_thaAtr","sakCri","UBR7-like_stringtie_mRNA_12270","UBR7-like_stringtie_mRNA_12270",NA,NA
"Muscle","OG_0013495",3,"sakLuc_vs_sakCan;thaAmb_vs_thaPel;thaBer_vs_thaAtr","sakLuc","UBR7-like_stringtie_mRNA_33549","UBR7-like_stringtie_mRNA_33549",NA,NA
"Muscle","OG_0013495",3,"sakLuc_vs_sakCan;thaAmb_vs_thaPel;thaBer_vs_thaAtr","thaAtr","UBR7-like_stringtie_mRNA_6205","UBR7-like_stringtie_mRNA_6205",NA,NA
"Muscle","OG_0013495",3,"sakLuc_vs_sakCan;thaAmb_vs_thaPel;thaBer_vs_thaAtr","thaBer","UBR7-like_stringtie_mRNA_32026","UBR7-like_stringtie_mRNA_32026",NA,NA
"Muscle","OG_0013495",3,"sakLuc_vs_sakCan;thaAmb_vs_thaPel;thaBer_vs_thaAtr","thaCae","XM_002200153.7.208","XM_002200153.7",NA,"UBR7"
"Muscle","OG_0013495",3,"sakLuc_vs_sakCan;thaAmb_vs_thaPel;thaBer_vs_thaAtr","thaDol","UBR7-like_stringtie_mRNA_44176","UBR7-like_stringtie_mRNA_44176",NA,NA
"Muscle","OG_0013495",3,"sakLuc_vs_sakCan;thaAmb_vs_thaPel;thaBer_vs_thaAtr","thaRuf","UBR7-like_stringtie_mRNA_62594","UBR7-like_stringtie_mRNA_62594",NA,NA
"Muscle","OG_0013597",3,"dysSti_vs_sakCri;sakLuc_vs_sakCan;thaAmb_vs_thaPel","drySqu","XM_012569652.5.20","XM_012569652.5",NA,"MPHOSPH8"
"Muscle","OG_0013597",3,"dysSti_vs_sakCri;sakLuc_vs_sakCan;thaAmb_vs_thaPel","sakCan","XM_012569652.5.380","XM_012569652.5",NA,"MPHOSPH8"
"Muscle","OG_0013597",3,"dysSti_vs_sakCri;sakLuc_vs_sakCan;thaAmb_vs_thaPel","sakCri","Mphosph8-like_stringtie_mRNA_54411","Mphosph8-like_stringtie_mRNA_54411",NA,NA
"Muscle","OG_0013597",3,"dysSti_vs_sakCri;sakLuc_vs_sakCan;thaAmb_vs_thaPel","sakLuc","NM_001305566.2.100","NM_001305566.2","MPHOSPH8",NA
"Muscle","OG_0013597",3,"dysSti_vs_sakCri;sakLuc_vs_sakCan;thaAmb_vs_thaPel","thaAtr","MPHOSPH8-like_stringtie_mRNA_28452","MPHOSPH8-like_stringtie_mRNA_28452",NA,NA
"Muscle","OG_0013597",3,"dysSti_vs_sakCri;sakLuc_vs_sakCan;thaAmb_vs_thaPel","thaBer","XM_012569652.5.28","XM_012569652.5",NA,"MPHOSPH8"
"Muscle","OG_0013597",3,"dysSti_vs_sakCri;sakLuc_vs_sakCan;thaAmb_vs_thaPel","thaCae","XM_012569652.5.254","XM_012569652.5",NA,"MPHOSPH8"
"Muscle","OG_0013597",3,"dysSti_vs_sakCri;sakLuc_vs_sakCan;thaAmb_vs_thaPel","thaDol","XM_012569652.5.8","XM_012569652.5",NA,"MPHOSPH8"
"Muscle","OG_0013597",3,"dysSti_vs_sakCri;sakLuc_vs_sakCan;thaAmb_vs_thaPel","thaRuf","NM_001305566.2.615","NM_001305566.2","MPHOSPH8",NA
"Muscle","OG_0013631",3,"sakLuc_vs_sakCan;thaAmb_vs_thaPel;thaBer_vs_thaAtr","drySqu","XM_015288857.4.2","XM_015288857.4","SLC35G1",NA
"Muscle","OG_0013631",3,"sakLuc_vs_sakCan;thaAmb_vs_thaPel;thaBer_vs_thaAtr","sakCan","SLC35G1-like_stringtie_mRNA_30912","SLC35G1-like_stringtie_mRNA_30912",NA,NA
"Muscle","OG_0013631",3,"sakLuc_vs_sakCan;thaAmb_vs_thaPel;thaBer_vs_thaAtr","sakCri","XM_015288857.4.41","XM_015288857.4","SLC35G1",NA
"Muscle","OG_0013631",3,"sakLuc_vs_sakCan;thaAmb_vs_thaPel;thaBer_vs_thaAtr","sakLuc","SLC35G1-like_stringtie_mRNA_31889","SLC35G1-like_stringtie_mRNA_31889",NA,NA
"Muscle","OG_0013631",3,"sakLuc_vs_sakCan;thaAmb_vs_thaPel;thaBer_vs_thaAtr","thaAtr","stringtie_mRNA_23708","stringtie_mRNA_23708",NA,NA
"Muscle","OG_0013631",3,"sakLuc_vs_sakCan;thaAmb_vs_thaPel;thaBer_vs_thaAtr","thaBer","XM_015288857.4.12","XM_015288857.4","SLC35G1",NA
"Muscle","OG_0013631",3,"sakLuc_vs_sakCan;thaAmb_vs_thaPel;thaBer_vs_thaAtr","thaCae","SLC35G1-like_stringtie_mRNA_43548","SLC35G1-like_stringtie_mRNA_43548",NA,NA
"Muscle","OG_0013631",3,"sakLuc_vs_sakCan;thaAmb_vs_thaPel;thaBer_vs_thaAtr","thaDol","SLC35G1-like_stringtie_mRNA_5803","SLC35G1-like_stringtie_mRNA_5803",NA,NA
"Muscle","OG_0013631",3,"sakLuc_vs_sakCan;thaAmb_vs_thaPel;thaBer_vs_thaAtr","thaRuf","XM_041717001.2.17","XM_041717001.2",NA,"SLC35G1"
"Muscle","OG_0013743",3,"dysSti_vs_sakCri;sakLuc_vs_sakCan;thaBer_vs_thaAtr","drySqu","XM_002188843.7.112","XM_002188843.7",NA,"LOC100222067"
"Muscle","OG_0013743",3,"dysSti_vs_sakCri;sakLuc_vs_sakCan;thaBer_vs_thaAtr","sakCan","stringtie_mRNA_55079","stringtie_mRNA_55079",NA,NA
"Muscle","OG_0013743",3,"dysSti_vs_sakCri;sakLuc_vs_sakCan;thaBer_vs_thaAtr","sakCri","TMEM126A-like_stringtie_mRNA_1048","TMEM126A-like_stringtie_mRNA_1048",NA,NA
"Muscle","OG_0013743",3,"dysSti_vs_sakCri;sakLuc_vs_sakCan;thaBer_vs_thaAtr","sakLuc","XM_046902743.1.40","XM_046902743.1","TMEM126A",NA
"Muscle","OG_0013743",3,"dysSti_vs_sakCri;sakLuc_vs_sakCan;thaBer_vs_thaAtr","thaAtr","XM_072937220.1.102","XM_072937220.1",NA,"LOC100222067"
"Muscle","OG_0013743",3,"dysSti_vs_sakCri;sakLuc_vs_sakCan;thaBer_vs_thaAtr","thaBer","TMEM126A-like_stringtie_mRNA_21796","TMEM126A-like_stringtie_mRNA_21796",NA,NA
"Muscle","OG_0013743",3,"dysSti_vs_sakCri;sakLuc_vs_sakCan;thaBer_vs_thaAtr","thaCae","XM_002188843.7.23","XM_002188843.7",NA,"LOC100222067"
"Muscle","OG_0013743",3,"dysSti_vs_sakCri;sakLuc_vs_sakCan;thaBer_vs_thaAtr","thaDol","TMEM126A-like_stringtie_mRNA_11623","TMEM126A-like_stringtie_mRNA_11623",NA,NA
"Muscle","OG_0013743",3,"dysSti_vs_sakCri;sakLuc_vs_sakCan;thaBer_vs_thaAtr","thaRuf","TMEM126A-like_stringtie_mRNA_17388","TMEM126A-like_stringtie_mRNA_17388",NA,NA
"Muscle","OG_0013910",3,"sakLuc_vs_sakCan;thaBer_vs_thaAtr;thaRuf_vs_thaTor","drySqu","FBXL4-like_stringtie_mRNA_2203","FBXL4-like_stringtie_mRNA_2203",NA,NA
"Muscle","OG_0013910",3,"sakLuc_vs_sakCan;thaBer_vs_thaAtr;thaRuf_vs_thaTor","sakCan","FBXL4-like_stringtie_mRNA_8575","FBXL4-like_stringtie_mRNA_8575",NA,NA
"Muscle","OG_0013910",3,"sakLuc_vs_sakCan;thaBer_vs_thaAtr;thaRuf_vs_thaTor","sakCri","FBXL4-like_stringtie_mRNA_36524","FBXL4-like_stringtie_mRNA_36524",NA,NA
"Muscle","OG_0013910",3,"sakLuc_vs_sakCan;thaBer_vs_thaAtr;thaRuf_vs_thaTor","sakLuc","FBXL4-like_stringtie_mRNA_40411","FBXL4-like_stringtie_mRNA_40411",NA,NA
"Muscle","OG_0013910",3,"sakLuc_vs_sakCan;thaBer_vs_thaAtr;thaRuf_vs_thaTor","thaAtr","stringtie_mRNA_24579","stringtie_mRNA_24579",NA,NA
"Muscle","OG_0013910",3,"sakLuc_vs_sakCan;thaBer_vs_thaAtr;thaRuf_vs_thaTor","thaBer","XM_030267632.4.3","XM_030267632.4",NA,"FBXL4"
"Muscle","OG_0013910",3,"sakLuc_vs_sakCan;thaBer_vs_thaAtr;thaRuf_vs_thaTor","thaCae","FBXL4-like_stringtie_mRNA_44939","FBXL4-like_stringtie_mRNA_44939",NA,NA
"Muscle","OG_0013910",3,"sakLuc_vs_sakCan;thaBer_vs_thaAtr;thaRuf_vs_thaTor","thaDol","FBXL4-like_stringtie_mRNA_8877","FBXL4-like_stringtie_mRNA_8877",NA,NA
"Muscle","OG_0013910",3,"sakLuc_vs_sakCan;thaBer_vs_thaAtr;thaRuf_vs_thaTor","thaRuf","FBXL4-like_stringtie_mRNA_62846","FBXL4-like_stringtie_mRNA_62846",NA,NA
"Muscle","OG_0013939",3,"dysSti_vs_sakCri;thaAmb_vs_thaPel;thaBer_vs_thaAtr","drySqu","XM_012570491.5.296","XM_012570491.5",NA,"MAP1LC3B"
"Muscle","OG_0013939",3,"dysSti_vs_sakCri;thaAmb_vs_thaPel;thaBer_vs_thaAtr","sakCan","NM_001245293.1.44","NM_001245293.1",NA,"MAP1LC3B"
"Muscle","OG_0013939",3,"dysSti_vs_sakCri;thaAmb_vs_thaPel;thaBer_vs_thaAtr","sakCri","MAP1LC3B-like_stringtie_mRNA_4071","MAP1LC3B-like_stringtie_mRNA_4071",NA,NA
"Muscle","OG_0013939",3,"dysSti_vs_sakCri;thaAmb_vs_thaPel;thaBer_vs_thaAtr","sakLuc","XM_012570491.5.17","XM_012570491.5",NA,"MAP1LC3B"
"Muscle","OG_0013939",3,"dysSti_vs_sakCri;thaAmb_vs_thaPel;thaBer_vs_thaAtr","thaAtr","MAP1LC3B-like_stringtie_mRNA_1172","MAP1LC3B-like_stringtie_mRNA_1172",NA,NA
"Muscle","OG_0013939",3,"dysSti_vs_sakCri;thaAmb_vs_thaPel;thaBer_vs_thaAtr","thaBer","NM_001245293.1.25","NM_001245293.1",NA,"MAP1LC3B"
"Muscle","OG_0013939",3,"dysSti_vs_sakCri;thaAmb_vs_thaPel;thaBer_vs_thaAtr","thaCae","MAP1LC3B-like_stringtie_mRNA_31193","MAP1LC3B-like_stringtie_mRNA_31193",NA,NA
"Muscle","OG_0013939",3,"dysSti_vs_sakCri;thaAmb_vs_thaPel;thaBer_vs_thaAtr","thaDol","XM_012570491.5.21","XM_012570491.5",NA,"MAP1LC3B"
"Muscle","OG_0013939",3,"dysSti_vs_sakCri;thaAmb_vs_thaPel;thaBer_vs_thaAtr","thaRuf","MAP1LC3B-like_stringtie_mRNA_45196","MAP1LC3B-like_stringtie_mRNA_45196",NA,NA
"Muscle","OG_0013944",3,"dysSti_vs_sakCri;thaAmb_vs_thaPel;thaBer_vs_thaAtr","drySqu","stringtie_mRNA_43424","stringtie_mRNA_43424",NA,NA
"Muscle","OG_0013944",3,"dysSti_vs_sakCri;thaAmb_vs_thaPel;thaBer_vs_thaAtr","sakCan","XM_001231887.7.679","XM_001231887.7","GABARAPL1",NA
"Muscle","OG_0013944",3,"dysSti_vs_sakCri;thaAmb_vs_thaPel;thaBer_vs_thaAtr","sakCri","XM_001231887.7.832","XM_001231887.7","GABARAPL1",NA
"Muscle","OG_0013944",3,"dysSti_vs_sakCri;thaAmb_vs_thaPel;thaBer_vs_thaAtr","sakLuc","XM_001231887.7.857","XM_001231887.7","GABARAPL1",NA
"Muscle","OG_0013944",3,"dysSti_vs_sakCri;thaAmb_vs_thaPel;thaBer_vs_thaAtr","thaAtr","XM_001231887.7.2124","XM_001231887.7","GABARAPL1",NA
"Muscle","OG_0013944",3,"dysSti_vs_sakCri;thaAmb_vs_thaPel;thaBer_vs_thaAtr","thaBer","XM_001231887.7.889","XM_001231887.7","GABARAPL1",NA
"Muscle","OG_0013944",3,"dysSti_vs_sakCri;thaAmb_vs_thaPel;thaBer_vs_thaAtr","thaCae","XM_001231887.7.1022","XM_001231887.7","GABARAPL1",NA
"Muscle","OG_0013944",3,"dysSti_vs_sakCri;thaAmb_vs_thaPel;thaBer_vs_thaAtr","thaDol","XM_001231887.7.296","XM_001231887.7","GABARAPL1",NA
"Muscle","OG_0013944",3,"dysSti_vs_sakCri;thaAmb_vs_thaPel;thaBer_vs_thaAtr","thaRuf","gabarapl1-like_stringtie_mRNA_36485","gabarapl1-like_stringtie_mRNA_36485",NA,NA
"Muscle","OG_0013980",3,"dysSti_vs_sakCri;sakLuc_vs_sakCan;thaBer_vs_thaAtr","drySqu","XM_072930244.1.39","XM_072930244.1",NA,"COQ6"
"Muscle","OG_0013980",3,"dysSti_vs_sakCri;sakLuc_vs_sakCan;thaBer_vs_thaAtr","sakCan","Coq6-like_stringtie_mRNA_41538","Coq6-like_stringtie_mRNA_41538",NA,NA
"Muscle","OG_0013980",3,"dysSti_vs_sakCri;sakLuc_vs_sakCan;thaBer_vs_thaAtr","sakCri","coq6-like_stringtie_mRNA_29430","coq6-like_stringtie_mRNA_29430",NA,NA
"Muscle","OG_0013980",3,"dysSti_vs_sakCri;sakLuc_vs_sakCan;thaBer_vs_thaAtr","sakLuc","XM_002199878.6.16","XM_002199878.6",NA,"COQ6"
"Muscle","OG_0013980",3,"dysSti_vs_sakCri;sakLuc_vs_sakCan;thaBer_vs_thaAtr","thaAtr","COQ6-like_stringtie_mRNA_48746","COQ6-like_stringtie_mRNA_48746",NA,NA
"Muscle","OG_0013980",3,"dysSti_vs_sakCri;sakLuc_vs_sakCan;thaBer_vs_thaAtr","thaBer","Coq6-like_stringtie_mRNA_31723","Coq6-like_stringtie_mRNA_31723",NA,NA
"Muscle","OG_0013980",3,"dysSti_vs_sakCri;sakLuc_vs_sakCan;thaBer_vs_thaAtr","thaCae","Coq6-like_stringtie_mRNA_38457","Coq6-like_stringtie_mRNA_38457",NA,NA
"Muscle","OG_0013980",3,"dysSti_vs_sakCri;sakLuc_vs_sakCan;thaBer_vs_thaAtr","thaDol","XM_002199878.6.4","XM_002199878.6",NA,"COQ6"
"Muscle","OG_0013980",3,"dysSti_vs_sakCri;sakLuc_vs_sakCan;thaBer_vs_thaAtr","thaRuf","COQ6-like_stringtie_mRNA_48909","COQ6-like_stringtie_mRNA_48909",NA,NA
"Muscle","OG_0014064",4,"dysSti_vs_sakCri;sakLuc_vs_sakCan;thaAmb_vs_thaPel;thaBer_vs_thaAtr","drySqu","ZNF407-like_stringtie_mRNA_9869","ZNF407-like_stringtie_mRNA_9869",NA,NA
"Muscle","OG_0014064",4,"dysSti_vs_sakCri;sakLuc_vs_sakCan;thaAmb_vs_thaPel;thaBer_vs_thaAtr","sakCan","ZNF407-like_stringtie_mRNA_35895","ZNF407-like_stringtie_mRNA_35895",NA,NA
"Muscle","OG_0014064",4,"dysSti_vs_sakCri;sakLuc_vs_sakCan;thaAmb_vs_thaPel;thaBer_vs_thaAtr","sakCri","ZNF407-like_stringtie_mRNA_19008","ZNF407-like_stringtie_mRNA_19008",NA,NA
"Muscle","OG_0014064",4,"dysSti_vs_sakCri;sakLuc_vs_sakCan;thaAmb_vs_thaPel;thaBer_vs_thaAtr","sakLuc","ZNF407-like_stringtie_mRNA_28773","ZNF407-like_stringtie_mRNA_28773",NA,NA
